audio_filepath,duration,text,gender,age-group,primary_language,native_place_state,native_place_district,highest_qualification,job_category,occupation_domain
audio/281474976897322_f2586_chunk_0.wav,0.5373125,Yes,Female,30-45,Punjabi,Punjab,Patiala,Post Graduate,Part Time,Education and Research
audio/281474976897336_f2673_chunk_0.wav,0.5373125,Six,Female,30-45,Punjabi,Punjab,Patiala,Post Graduate,Part Time,Education and Research
audio/281474976893754_f712_chunk_0.wav,0.537375,Six,Male,30-45,Punjabi,Punjab,Mansa,Post Graduate,Full Time,Government
audio/281474976895411_f2381_chunk_0.wav,0.537375,Eight,Male,18-30,Konkani,Goa,South Goa,Post Graduate,Full Time,Technology and Services
audio/281474976897326_f498_chunk_0.wav,0.537375,Learn,Female,30-45,Punjabi,Punjab,Patiala,Post Graduate,Part Time,Education and Research
audio/281474976900635_f180_chunk_0.wav,0.538,Agree,Male,30-45,Urdu,Gujarat,Ahmedabad,Graduate,Full Time,Technology and Services
audio/281474976896131_f1811_chunk_4.wav,0.538125,Gujarat,Male,30-45,Kannada,Karnataka,Bangalore Urban,Post Graduate,Full Time,Education and Research
audio/281474976896585_f1499_chunk_0.wav,0.53825,Stop,Female,60+,Tamil,Madhya Pradesh,Ujjain,Post Graduate,Full Time,Education and Research
audio/281474976894247_f144_chunk_0.wav,0.5386875,Three,Female,30-45,Kashmiri,Jammu Kashmir,Srinagar,Doctoral (PhD) or higher level,Other,Education and Research
audio/281474976898115_f1790_chunk_1.wav,0.53875,Poori,Female,18-30,Odia,Odisha,Khordha,Post Graduate,Full Time,Transportation and Logistics
audio/281474976894255_f572_chunk_0.wav,0.53875,Skip,Female,30-45,Kashmiri,Jammu Kashmir,Srinagar,Doctoral (PhD) or higher level,Other,Education and Research
audio/281474976897090_f2544_chunk_0.wav,0.539625,On,Male,18-30,Hindi,Maharashtra,Pune,Under Graduate Student,Freelance,Financial Services (Banking and Insurance)
audio/281474976906761_f2451_chunk_0.wav,0.5409375,Forward,Male,18-30,Assamese,Assam,Lakhimpur,Post Graduate,Full Time,Technology and Services
audio/281474976895667_f1168_chunk_0.wav,0.54125,Jump,Female,30-45,Bodo,Assam,Kokrajhar,Post Graduate,Full Time,Education and Research
audio/281474976901642_f1272_chunk_0.wav,0.5418125,House,Female,45-60,Kannada,Karnataka,Bangalore Urban,Post Graduate,Full Time,Education and Research
audio/281474976897139_f261_chunk_0.wav,0.542375,House,Male,30-45,Kannada,Karnataka,Shimoga,Post Graduate,Full Time,Education and Research
audio/281474976888951_f2106_chunk_0.wav,0.5428125,Clara,Female,18-30,Konkani,Goa,South Goa,Post Graduate,Full Time,Government
audio/281474976896733_f2423_chunk_0.wav,0.5431875,Wow,Female,30-45,Sindhi,Gujarat,Ahmedabad,Post Graduate,Full Time,Information and Media
audio/281474976884078_f2103_chunk_0.wav,0.543375,Vishal,Female,30-45,Hindi,Goa,South Goa,Post Graduate,Full Time,Technology and Services
audio/281474976903886_f2701_chunk_0.wav,0.5439375,Right,Female,45-60,Nepali,Assam,Kamrup,Graduate,Full Time,Education and Research
audio/281474976896972_f464_chunk_0.wav,0.5443125,Four,Male,30-45,Bengali,West Bengal,Kolkata,Graduate,Freelance,Entertainment
audio/281474976915879_f2570_chunk_0.wav,0.544375,Yes,Female,30-45,Nepali,West Bengal,Kalimpong,Post Graduate,Other,Social service
audio/281474976897872_f2803_chunk_0.wav,0.5449375,Forward,Male,45-60,Telugu,Telangana,Hyderabad,Doctoral (PhD) or higher level,Full Time,Education and Research
audio/281474976891411_f2041_chunk_1.wav,0.545875,Hint,Male,30-45,Malayalam,Kerala,Palakkad,Post Graduate,Full Time,Technology and Services
audio/281474976895591_f754_chunk_0.wav,0.546875,Seven,Male,18-30,Kannada,Karnataka,Bangalore Urban,Graduate,Part Time,Information and Media
audio/281474976895416_f2380_chunk_0.wav,0.546875,Off,Male,18-30,Konkani,Goa,South Goa,Post Graduate,Full Time,Technology and Services
audio/281474976893622_f1428_chunk_0.wav,0.5470625,House,Male,30-45,Malayalam,Kerala,Palakkad,Post Graduate,Full Time,Technology and Services
audio/281474976925483_f2436_chunk_0.wav,0.5473125,Seven,Female,18-30,Kannada,Karnataka,Gulbarga,Senior Secondary Level at School (10+2),Other,Education and Research
audio/281474976897279_f2616_chunk_0.wav,0.548125,Bed,Female,30-45,Bengali,West Bengal,Kolkata,Post Graduate,Part Time,Education and Research
audio/281474976895418_f1591_chunk_0.wav,0.548125,Next,Male,18-30,Konkani,Goa,South Goa,Post Graduate,Full Time,Technology and Services
audio/281474976897380_f575_chunk_0.wav,0.549875,Time,Male,18-30,Odia,Odisha,Sundergarh,Post Graduate,Full Time,Education and Research
audio/281474976895775_f2619_chunk_0.wav,0.5500625,Follow,Female,45-60,Telugu,Telangana,Hyderabad,Post Graduate,Full Time,Education and Research
audio/281474976894304_f1068_chunk_0.wav,0.551,Stop,Male,18-30,Bengali,West Bengal,Kolkata,Doctoral (PhD) or higher level,Full Time,Education and Research
audio/281474976901781_f997_chunk_0.wav,0.5515,Left,Female,30-45,Assamese,Assam,Biswanath,Doctoral (PhD) or higher level,Full Time,Information and Media
audio/281474976895240_f427_chunk_0.wav,0.5515625,Yes,Female,45-60,Dogri,Jammu Kashmir,Jammu,Doctoral (PhD) or higher level,Other,Education and Research
audio/281474976901591_f1448_chunk_0.wav,0.551875,Dog,Female,30-45,Maithili,Bihar,Darbhanga,Post Graduate,Freelance,Information and Media
audio/281474976893084_f2842_chunk_0.wav,0.552375,No,Male,60+,Marathi,Maharashtra,Solapur,Graduate,Full Time,Healthcare (Medical &amp; Pharma)
audio/281474976895233_f535_chunk_0.wav,0.5524375,Forward,Female,45-60,Dogri,Jammu Kashmir,Jammu,Doctoral (PhD) or higher level,Other,Education and Research
audio/281474976896842_f168_chunk_0.wav,0.5529375,Eight,Female,18-30,Kannada,Karnataka,Hassan,Post Graduate,Full Time,Technology and Services
audio/281474976895771_f2316_chunk_0.wav,0.55475,Left,Female,45-60,Telugu,Telangana,Hyderabad,Post Graduate,Full Time,Education and Research
audio/281474976895119_f1211_chunk_0.wav,0.5551875,Four,Female,18-30,Bengali,West Bengal,South 24 Parganas,Post Graduate,Full Time,Information and Media
audio/281474976901809_f234_chunk_0.wav,0.55525,Agree,Male,30-45,Konkani,Goa,North Goa,Post Graduate,Full Time,Education and Research
audio/281474976893988_f2006_chunk_1.wav,0.55575,Rama,Female,45-60,Telugu,Andhra Pradesh,Kurnool,Post Graduate,Full Time,Technology and Services
audio/281474976893970_f404_chunk_0.wav,0.5560625,Four,Female,45-60,Telugu,Andhra Pradesh,Kurnool,Post Graduate,Full Time,Technology and Services
audio/281474976893980_f100_chunk_0.wav,0.556375,Nine,Female,45-60,Telugu,Andhra Pradesh,Kurnool,Post Graduate,Full Time,Technology and Services
audio/281474976894238_f675_chunk_0.wav,0.5576875,Forward,Female,30-45,Kashmiri,Jammu Kashmir,Srinagar,Doctoral (PhD) or higher level,Other,Education and Research
audio/281474976895660_f452_chunk_0.wav,0.55825,Six,Female,30-45,Bodo,Assam,Kokrajhar,Post Graduate,Full Time,Education and Research
audio/281474976891411_f2041_chunk_3.wav,0.5585625,corporate,Male,30-45,Malayalam,Kerala,Palakkad,Post Graduate,Full Time,Technology and Services
audio/281474976895296_f574_chunk_0.wav,0.558625,Nine,Male,30-45,Kashmiri,Jammu Kashmir,Anantnag,Doctoral (PhD) or higher level,Full Time,Education and Research
audio/281474976896049_f955_chunk_0.wav,0.5591875,Five,Male,30-45,Kannada,Karnataka,Bangalore Urban,Post Graduate,Full Time,Education and Research
audio/281474976883938_f1692_chunk_1.wav,0.5595625,Thomas,Female,18-30,Malayalam,Kerala,Pathanamthitta,Post Graduate,Full Time,Technology and Services
audio/281474976893171_f3135_chunk_11.wav,0.56,Yeah.,Female,60+,Odia,Odisha,Angul,Post Graduate,Full Time,Social service
audio/281474976894249_f443_chunk_0.wav,0.560875,Tree,Female,30-45,Kashmiri,Jammu Kashmir,Srinagar,Doctoral (PhD) or higher level,Other,Education and Research
audio/281474976925716_f2477_chunk_0.wav,0.561,One,Female,18-30,Dogri,Jammu Kashmir,Jammu,Graduate,Other,Education and Research
audio/281474976894241_f800_chunk_0.wav,0.561625,Time,Female,30-45,Kashmiri,Jammu Kashmir,Srinagar,Doctoral (PhD) or higher level,Other,Education and Research
audio/281474976899941_f3011_chunk_0.wav,0.56175,House,Male,30-45,Maithili,Bihar,Samastipur,Doctoral (PhD) or higher level,Full Time,Education and Research
audio/281474976894182_f564_chunk_0.wav,0.56225,Previous,Male,45-60,Odia,Odisha,Puri,Doctoral (PhD) or higher level,Full Time,Education and Research
audio/281474976901152_f3228_chunk_3.wav,0.5635,2,Female,45-60,Maithili,Bihar,Darbhanga,Graduate,Full Time,Education and Research
audio/281474976893696_f2692_chunk_0.wav,0.5643125,Happy,Male,18-30,Bodo,Assam,Kokrajhar,Post Graduate,Part Time,Education and Research
audio/281474976893706_f2556_chunk_0.wav,0.5649375,Next,Male,18-30,Bodo,Assam,Kokrajhar,Post Graduate,Part Time,Education and Research
audio/281474976893975_f272_chunk_0.wav,0.56525,Skip,Female,45-60,Telugu,Andhra Pradesh,Kurnool,Post Graduate,Full Time,Technology and Services
audio/281474976898109_f1467_chunk_0.wav,0.5656875,Backward,Female,18-30,Odia,Odisha,Khordha,Post Graduate,Full Time,Transportation and Logistics
audio/281474976883938_f1692_chunk_4.wav,0.5659375,Fatima,Female,18-30,Malayalam,Kerala,Pathanamthitta,Post Graduate,Full Time,Technology and Services
audio/281474976899502_f1094_chunk_0.wav,0.5665,Play,Female,30-45,Tamil,Tamil Nadu,Chennai,Graduate,Freelance,Education and Research
audio/281474976906763_f2450_chunk_0.wav,0.56675,Yes,Male,18-30,Assamese,Assam,Lakhimpur,Post Graduate,Full Time,Technology and Services
audio/281474976895779_f2949_chunk_0.wav,0.5675,House,Female,45-60,Telugu,Telangana,Hyderabad,Post Graduate,Full Time,Education and Research
audio/281474976895674_f518_chunk_0.wav,0.56875,Four,Female,30-45,Bodo,Assam,Kokrajhar,Post Graduate,Full Time,Education and Research
audio/281474976895883_f326_chunk_0.wav,0.5691875,Off,Male,45-60,Malayalam,Kerala,Pathanamthitta,Graduate,Full Time,Government
audio/281474976903209_f1349_chunk_0.wav,0.5694375,Zero,Female,45-60,Tamil,Tamil Nadu,Chennai,Post Graduate,Full Time,Technology and Services
audio/281474976895401_f2795_chunk_0.wav,0.56975,House,Male,18-30,Konkani,Goa,South Goa,Post Graduate,Full Time,Technology and Services
audio/281474976895668_f257_chunk_0.wav,0.571125,Time,Female,30-45,Bodo,Assam,Kokrajhar,Post Graduate,Full Time,Education and Research
audio/281474976895782_f761_chunk_0.wav,0.5711875,Agree,Male,18-30,Urdu,Bihar,Gaya,Graduate,Full Time,Technology and Services
audio/281474976897438_f1247_chunk_0.wav,0.5715,Go,Male,45-60,Bodo,Assam,Udalguri,Doctoral (PhD) or higher level,Freelance,Education and Research
audio/281474976896832_f643_chunk_0.wav,0.5725625,Right,Female,18-30,Kannada,Karnataka,Hassan,Post Graduate,Full Time,Technology and Services
audio/281474976895476_f75_chunk_0.wav,0.5735,Visual,Female,30-45,Urdu,Karnataka,Bangalore Urban,Post Graduate,Part Time,Education and Research
audio/281474976900650_f2634_chunk_0.wav,0.5736875,Bed,Male,30-45,Urdu,Gujarat,Ahmedabad,Graduate,Full Time,Technology and Services
audio/281474976906775_f2449_chunk_0.wav,0.5736875,Previous,Male,18-30,Assamese,Assam,Lakhimpur,Post Graduate,Full Time,Technology and Services
audio/281474976893763_f2376_chunk_0.wav,0.573875,Cat,Male,30-45,Punjabi,Punjab,Mansa,Post Graduate,Full Time,Government
audio/281474976897329_f505_chunk_0.wav,0.573875,Four,Female,30-45,Punjabi,Punjab,Patiala,Post Graduate,Part Time,Education and Research
audio/281474976897629_f3015_chunk_0.wav,0.5745625,House,Male,30-45,Tamil,Karnataka,Bangalore Rural,Doctoral (PhD) or higher level,Full Time,Education and Research
audio/281474976901585_f1447_chunk_0.wav,0.575,House,Female,30-45,Maithili,Bihar,Darbhanga,Post Graduate,Freelance,Information and Media
audio/281474976899489_f595_chunk_0.wav,0.575,Nine,Female,30-45,Tamil,Tamil Nadu,Chennai,Graduate,Freelance,Education and Research
audio/281474976897330_f2904_chunk_0.wav,0.575125,Previous,Female,30-45,Punjabi,Punjab,Patiala,Post Graduate,Part Time,Education and Research
audio/281474976896984_f217_chunk_0.wav,0.5751875,Next,Male,30-45,Bengali,West Bengal,Kolkata,Graduate,Freelance,Entertainment
audio/281474976883795_f197_chunk_0.wav,0.5754375,Two,Female,45-60,Marathi,Maharashtra,Kolhapur,Post Graduate,Full Time,Technology and Services
audio/281474976899953_f2414_chunk_0.wav,0.5755,Bird,Male,30-45,Maithili,Bihar,Samastipur,Doctoral (PhD) or higher level,Full Time,Education and Research
audio/281474976895868_f659_chunk_0.wav,0.5755625,Nine,Male,45-60,Malayalam,Kerala,Pathanamthitta,Graduate,Full Time,Government
audio/281474976896925_f1045_chunk_0.wav,0.575875,Zero,Male,18-30,Gujarati,Gujarat,Sabarkantha,Post Graduate,Full Time,Information and Media
audio/281474976897565_f1289_chunk_0.wav,0.576125,No,Female,18-30,Hindi,Rajasthan,Ajmer,Under Graduate Student,Other,Education and Research
audio/281474976887081_f2283_chunk_4.wav,0.576375,Raaz,Female,30-45,Gujarati,Gujarat,Amreli,Post Graduate,Freelance,Education and Research
audio/281474976901132_f81_chunk_0.wav,0.577,Visual,Female,45-60,Maithili,Bihar,Darbhanga,Graduate,Full Time,Education and Research
audio/281474976896670_f3007_chunk_0.wav,0.5771875,Four,Female,45-60,Telugu,Andhra Pradesh,Krishna,Graduate,Part Time,Technology and Services
audio/281474976895873_f50_chunk_0.wav,0.577375,Cat,Male,45-60,Malayalam,Kerala,Pathanamthitta,Graduate,Full Time,Government
audio/281474976899491_f1095_chunk_0.wav,0.5775625,Go,Female,30-45,Tamil,Tamil Nadu,Chennai,Graduate,Freelance,Education and Research
audio/281474976886810_f1861_chunk_3.wav,0.5781875,Kumar,Female,18-30,Tamil,Tamil Nadu,Virudhunagar,Post Graduate,Full Time,Technology and Services
audio/281474976894306_f2967_chunk_0.wav,0.578625,Agree,Male,18-30,Bengali,West Bengal,Kolkata,Doctoral (PhD) or higher level,Full Time,Education and Research
audio/281474976895330_f1883_chunk_1.wav,0.5795,Hint,Male,30-45,Kashmiri,Jammu Kashmir,Anantnag,Doctoral (PhD) or higher level,Full Time,Education and Research
audio/281474976895617_f592_chunk_0.wav,0.580375,Six,Male,30-45,Assamese,Assam,Nagaon,Post Graduate,Full Time,Education and Research
audio/281474976895176_f2621_chunk_0.wav,0.5811875,Next,Male,18-30,Malayalam,Kerala,Malappuram,Graduate,Full Time,Technology and Services
audio/281474976897698_f2740_chunk_0.wav,0.581625,Five,Male,60+,Odia,Odisha,Sundergarh,Graduate,Freelance,Education and Research
audio/281474976885521_f2026_chunk_0.wav,0.582125,Yes,Male,18-30,Kannada,Karnataka,Bangalore Urban,Graduate,Part Time,Information and Media
audio/281474976893688_f2754_chunk_0.wav,0.583125,One,Male,18-30,Bodo,Assam,Kokrajhar,Post Graduate,Part Time,Education and Research
audio/281474976902180_f1739_chunk_1.wav,0.583375,Gujarat,Female,45-60,Urdu,Maharashtra,Satara,Post Graduate,Full Time,Education and Research
audio/281474976901654_f1267_chunk_0.wav,0.583625,Left,Female,45-60,Kannada,Karnataka,Bangalore Urban,Post Graduate,Full Time,Education and Research
audio/281474976909244_f3050_chunk_0.wav,0.5845,Six,Female,45-60,Punjabi,Punjab,Fatehgarh Sahib,Post Graduate,Other,Education and Research
audio/281474976900325_f425_chunk_0.wav,0.5845625,Eight,Male,45-60,Kashmiri,Jammu Kashmir,Srinagar,Doctoral (PhD) or higher level,Full Time,Education and Research
audio/281474976893988_f2006_chunk_4.wav,0.5846875,Vishnupriya,Female,45-60,Telugu,Andhra Pradesh,Kurnool,Post Graduate,Full Time,Technology and Services
audio/281474976897662_f1995_chunk_0.wav,0.585625,Paddy,Male,30-45,Tamil,Karnataka,Bangalore Rural,Doctoral (PhD) or higher level,Full Time,Education and Research
audio/281474976894917_f219_chunk_0.wav,0.585625,Visual,Female,30-45,Malayalam,Kerala,Pathanamthitta,Post Graduate,Other,Financial Services (Banking and Insurance)
audio/281474976896974_f433_chunk_0.wav,0.585875,Off,Male,30-45,Bengali,West Bengal,Kolkata,Graduate,Freelance,Entertainment
audio/281474976895761_f2729_chunk_0.wav,0.5860625,Go,Female,45-60,Telugu,Telangana,Hyderabad,Post Graduate,Full Time,Education and Research
audio/281474976893936_f1391_chunk_0.wav,0.5865,Cat,Female,18-30,Nepali,West Bengal,Darjeeling,Post Graduate,Other,Entertainment
audio/281474976889296_f1847_chunk_0.wav,0.586625,Mahesh,Male,18-30,Urdu,Bihar,Gaya,Graduate,Full Time,Technology and Services
audio/281474976901822_f1522_chunk_0.wav,0.587375,No,Male,30-45,Konkani,Goa,North Goa,Post Graduate,Full Time,Education and Research
audio/281474976894307_f2601_chunk_0.wav,0.5878125,Down,Male,18-30,Bengali,West Bengal,Kolkata,Doctoral (PhD) or higher level,Full Time,Education and Research
audio/281474976895312_f158_chunk_0.wav,0.5885625,Seven,Male,30-45,Kashmiri,Jammu Kashmir,Anantnag,Doctoral (PhD) or higher level,Full Time,Education and Research
audio/281474976895612_f2892_chunk_0.wav,0.5885625,Nine,Male,30-45,Assamese,Assam,Nagaon,Post Graduate,Full Time,Education and Research
audio/281474976893822_f173_chunk_0.wav,0.5889375,Time,Female,18-30,Bodo,Assam,Kokrajhar,Post Graduate,Other,Education and Research
audio/281474976896209_f2852_chunk_0.wav,0.5901875,On,Female,18-30,Tamil,Kerala,Thiruvananthapuram,Under Graduate Student,Full Time,Technology and Services
audio/281474976884349_f1690_chunk_1.wav,0.5906875,Chennai,Female,18-30,Tamil,Karnataka,Bangalore Urban,Post Graduate,Full Time,Education and Research
audio/281474976906777_f2823_chunk_0.wav,0.5910625,Six,Male,18-30,Assamese,Assam,Lakhimpur,Post Graduate,Full Time,Technology and Services
audio/281474976900335_f1966_chunk_3.wav,0.591625,farming,Male,45-60,Kashmiri,Jammu Kashmir,Srinagar,Doctoral (PhD) or higher level,Full Time,Education and Research
audio/281474976898587_f739_chunk_0.wav,0.592125,Next,Male,60+,Bengali,West Bengal,South 24 Parganas,Post Graduate,Other,Financial Services (Banking and Insurance)
audio/281474976901819_f69_chunk_0.wav,0.5926875,Left,Male,30-45,Konkani,Goa,North Goa,Post Graduate,Full Time,Education and Research
audio/281474976894252_f678_chunk_0.wav,0.593625,Agree,Female,30-45,Kashmiri,Jammu Kashmir,Srinagar,Doctoral (PhD) or higher level,Other,Education and Research
audio/281474976899792_f1793_chunk_1.wav,0.5943125,Puri,Female,30-45,Odia,Odisha,Cuttack,Graduate,Other,Healthcare (Medical &amp; Pharma)
audio/281474976895800_f2848_chunk_0.wav,0.595625,Yes,Male,18-30,Urdu,Bihar,Gaya,Graduate,Full Time,Technology and Services
audio/281474976902156_f309_chunk_0.wav,0.5959375,Cat,Female,45-60,Urdu,Maharashtra,Satara,Post Graduate,Full Time,Education and Research
audio/281474976897662_f1995_chunk_2.wav,0.596125,chicken,Male,30-45,Tamil,Karnataka,Bangalore Rural,Doctoral (PhD) or higher level,Full Time,Education and Research
audio/281474976894778_f344_chunk_0.wav,0.5961875,One,Female,30-45,Nepali,West Bengal,Kalimpong,Post Graduate,Full Time,Education and Research
audio/281474976895106_f1145_chunk_0.wav,0.596375,Down,Female,18-30,Bengali,West Bengal,South 24 Parganas,Post Graduate,Full Time,Information and Media
audio/281474976894254_f2632_chunk_0.wav,0.5965,Nine,Female,30-45,Kashmiri,Jammu Kashmir,Srinagar,Doctoral (PhD) or higher level,Other,Education and Research
audio/281474976893632_f1794_chunk_3.wav,0.5965625,Waynadu,Male,30-45,Malayalam,Kerala,Palakkad,Post Graduate,Full Time,Technology and Services
audio/281474976895315_f2485_chunk_0.wav,0.597625,Visual,Male,30-45,Kashmiri,Jammu Kashmir,Anantnag,Doctoral (PhD) or higher level,Full Time,Education and Research
audio/281474976896757_f1719_chunk_3.wav,0.5978125,"Vinod,",Female,30-45,Sindhi,Gujarat,Ahmedabad,Post Graduate,Full Time,Information and Media
audio/281474976895453_f2650_chunk_0.wav,0.5985625,Nine,Female,18-30,Malayalam,Kerala,Pathanamthitta,Post Graduate,Full Time,Education and Research
audio/281474976893292_f2273_chunk_2.wav,0.5986875,Sydney,Female,45-60,Hindi,West Bengal,Kolkata,Post Graduate,Full Time,Education and Research
audio/281474976884163_f709_chunk_0.wav,0.5988125,Zero,Male,60+,Punjabi,Punjab,Rupnagar,Graduate,Other,Government
audio/281474976897517_f2194_chunk_4.wav,0.5996875,Udaipur,Male,30-45,Sindhi,Rajasthan,Ajmer,Post Graduate,Part Time,Government
audio/281474976884618_f578_chunk_0.wav,0.59975,Happy,Female,18-30,Kannada,Karnataka,Hassan,Post Graduate,Full Time,Technology and Services
audio/281474976893912_f2185_chunk_2.wav,0.6,India,Male,30-45,Bodo,Assam,Kokrajhar,Post Graduate,Other,Education and Research
audio/281474976898115_f1790_chunk_0.wav,0.6000625,Khodda,Female,18-30,Odia,Odisha,Khordha,Post Graduate,Full Time,Transportation and Logistics
audio/281474976895447_f2646_chunk_0.wav,0.600375,House,Female,18-30,Malayalam,Kerala,Pathanamthitta,Post Graduate,Full Time,Education and Research
audio/281474976895314_f3028_chunk_0.wav,0.600375,Zero,Male,30-45,Kashmiri,Jammu Kashmir,Anantnag,Doctoral (PhD) or higher level,Full Time,Education and Research
audio/281474976894771_f2540_chunk_0.wav,0.6009375,Two,Female,30-45,Nepali,West Bengal,Kalimpong,Post Graduate,Full Time,Education and Research
audio/281474976897427_f1246_chunk_0.wav,0.6019375,Six,Male,45-60,Bodo,Assam,Udalguri,Doctoral (PhD) or higher level,Freelance,Education and Research
audio/281474976900641_f178_chunk_0.wav,0.602,Left,Male,30-45,Urdu,Gujarat,Ahmedabad,Graduate,Full Time,Technology and Services
audio/281474976894258_f1849_chunk_1.wav,0.6020625,Bihar,Female,30-45,Kashmiri,Jammu Kashmir,Srinagar,Doctoral (PhD) or higher level,Other,Education and Research
audio/281474976894799_f1305_chunk_0.wav,0.6020625,Right,Female,18-30,Malayalam,Kerala,Pathanamthitta,Post Graduate,Full Time,Technology and Services
audio/281474976898255_f2368_chunk_0.wav,0.602625,Jump,Female,30-45,Konkani,Goa,North Goa,Post Graduate,Full Time,Education and Research
audio/281474976894313_f1074_chunk_0.wav,0.6031875,House,Male,18-30,Bengali,West Bengal,Kolkata,Doctoral (PhD) or higher level,Full Time,Education and Research
audio/281474976895780_f2970_chunk_0.wav,0.604125,Time,Female,45-60,Telugu,Telangana,Hyderabad,Post Graduate,Full Time,Education and Research
audio/281474976895116_f1210_chunk_0.wav,0.6043125,Zero,Female,18-30,Bengali,West Bengal,South 24 Parganas,Post Graduate,Full Time,Information and Media
audio/281474976895177_f2353_chunk_0.wav,0.6044375,Six,Male,18-30,Malayalam,Kerala,Malappuram,Graduate,Full Time,Technology and Services
audio/281474976897430_f1250_chunk_0.wav,0.604625,Jump,Male,45-60,Bodo,Assam,Udalguri,Doctoral (PhD) or higher level,Freelance,Education and Research
audio/281474976887086_f1867_chunk_1.wav,0.6048125,it,Female,30-45,Gujarati,Gujarat,Amreli,Post Graduate,Freelance,Education and Research
audio/281474976895246_f316_chunk_0.wav,0.6054375,Six,Female,45-60,Dogri,Jammu Kashmir,Jammu,Doctoral (PhD) or higher level,Other,Education and Research
audio/281474976883841_f2399_chunk_0.wav,0.606875,Jump,Male,45-60,Nepali,Meghalaya,Ri Bhoi,Post Graduate,Full Time,Education and Research
audio/281474976893891_f440_chunk_0.wav,0.6074375,Wow,Male,30-45,Bodo,Assam,Kokrajhar,Post Graduate,Other,Education and Research
audio/281474976925692_f2469_chunk_1.wav,0.6074375,wallet,Female,18-30,Dogri,Jammu Kashmir,Jammu,Graduate,Other,Education and Research
audio/281474976892193_f1802_chunk_0.wav,0.60825,12,Male,30-45,Maithili,Bihar,Sitamarhi,Graduate,Part Time,Education and Research
audio/281474976896669_f2404_chunk_0.wav,0.609625,Next,Female,45-60,Telugu,Andhra Pradesh,Krishna,Graduate,Part Time,Technology and Services
audio/281474976901164_f2275_chunk_4.wav,0.609625,Thank you,Female,45-60,Maithili,Bihar,Darbhanga,Graduate,Full Time,Education and Research
audio/281474976896224_f672_chunk_0.wav,0.610375,Bird,Female,18-30,Tamil,Kerala,Thiruvananthapuram,Under Graduate Student,Full Time,Technology and Services
audio/281474976901460_f873_chunk_0.wav,0.6115,On,Male,45-60,Urdu,Gujarat,Ahmedabad,Diploma Holder,Other,Government
audio/281474976894315_f1069_chunk_0.wav,0.612,Previous,Male,18-30,Bengali,West Bengal,Kolkata,Doctoral (PhD) or higher level,Full Time,Education and Research
audio/281474976894305_f2602_chunk_0.wav,0.61425,Seven,Male,18-30,Bengali,West Bengal,Kolkata,Doctoral (PhD) or higher level,Full Time,Education and Research
audio/281474976897864_f1665_chunk_0.wav,0.614375,Backward,Male,45-60,Telugu,Telangana,Hyderabad,Doctoral (PhD) or higher level,Full Time,Education and Research
audio/281474976901592_f2329_chunk_0.wav,0.6145625,Skip,Female,30-45,Maithili,Bihar,Darbhanga,Post Graduate,Freelance,Information and Media
audio/281474976894910_f436_chunk_0.wav,0.61475,Learn,Female,30-45,Malayalam,Kerala,Pathanamthitta,Post Graduate,Other,Financial Services (Banking and Insurance)
audio/281474976895871_f314_chunk_0.wav,0.61475,Eight,Male,45-60,Malayalam,Kerala,Pathanamthitta,Graduate,Full Time,Government
audio/281474976902161_f567_chunk_0.wav,0.61475,Forward,Female,45-60,Urdu,Maharashtra,Satara,Post Graduate,Full Time,Education and Research
audio/281474976899773_f1411_chunk_0.wav,0.6155625,Visual,Female,30-45,Odia,Odisha,Cuttack,Graduate,Other,Healthcare (Medical &amp; Pharma)
audio/281474976893292_f2273_chunk_0.wav,0.61575,London,Female,45-60,Hindi,West Bengal,Kolkata,Post Graduate,Full Time,Education and Research
audio/281474976897434_f1245_chunk_0.wav,0.61625,Three,Male,45-60,Bodo,Assam,Udalguri,Doctoral (PhD) or higher level,Freelance,Education and Research
audio/281474976895330_f1883_chunk_4.wav,0.6163125,achievements,Male,30-45,Kashmiri,Jammu Kashmir,Anantnag,Doctoral (PhD) or higher level,Full Time,Education and Research
audio/281474976893632_f1794_chunk_0.wav,0.6165,Kasargode,Male,30-45,Malayalam,Kerala,Palakkad,Post Graduate,Full Time,Technology and Services
audio/281474976885804_f1685_chunk_8.wav,0.616625,and the,Female,30-45,Kannada,Karnataka,Gulbarga,Post Graduate,Full Time,Technology and Services
audio/281474976900614_f2512_chunk_0.wav,0.6166875,On,Male,30-45,Urdu,Gujarat,Ahmedabad,Graduate,Full Time,Technology and Services
audio/281474976897394_f1833_chunk_1.wav,0.6166875,would be,Male,18-30,Odia,Odisha,Sundergarh,Post Graduate,Full Time,Education and Research
audio/281474976901462_f602_chunk_0.wav,0.61675,Seven,Male,45-60,Urdu,Gujarat,Ahmedabad,Diploma Holder,Other,Government
audio/281474976893937_f1396_chunk_0.wav,0.6170625,Next,Female,18-30,Nepali,West Bengal,Darjeeling,Post Graduate,Other,Entertainment
audio/281474976894924_f220_chunk_0.wav,0.61775,Zero,Female,30-45,Malayalam,Kerala,Pathanamthitta,Post Graduate,Other,Financial Services (Banking and Insurance)
audio/281474976896220_f785_chunk_0.wav,0.6181875,Left,Female,18-30,Tamil,Kerala,Thiruvananthapuram,Under Graduate Student,Full Time,Technology and Services
audio/281474976895118_f1209_chunk_0.wav,0.6183125,Bed,Female,18-30,Bengali,West Bengal,South 24 Parganas,Post Graduate,Full Time,Information and Media
